ID,Q1,Q2,Q3,Q4,Q5,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q1,Q2,Q3,SC0,SC1,SC2
11,18-33,Female,Prefer not to say,"Chinese, Chinese Scottish or Chinese British",Undergraduate Degree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Agree,Disagree,Agree Somewhat,Don't Agree or Disagree,Agree,Agree Somewhat,Strongly Agree,Agree Somewhat,Agree,Agree,Agree Somewhat,Agree Somewhat,Don't Agree or Disagree,Don't Agree or Disagree,Don't Agree or Disagree,Agree Somewhat,Agree Somewhat,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Agree Somewhat,Don't Agree or Disagree,Somewhat Disagree,Don't Agree or Disagree,Agree Somewhat,Agree Somewhat,Agree Somewhat,Agree,Somewhat Disagree,Don't Agree or Disagree,Somewhat uncharacteristic of me,Uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Extremely characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Extremely characteristic of me,Somewhat characteristic of me,Agree,Agree,Agree,61,141,110
12,18-33,Female,Female,Other British,Undergraduate Degree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Agree Somewhat,Somewhat Disagree,Agree,Agree,Agree,Disagree,Don't Agree or Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Agree Somewhat,Agree Somewhat,Somewhat Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree Somewhat,Somewhat Disagree,Agree Somewhat,Agree Somewhat,Agree,Agree,Agree,Agree,Disagree,Agree,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Characteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Characteristic of me,Extremely uncharacteristic of me,Characteristic of me,Agree,Agree,Agree,36,119,66
13,18-33,Female,Female,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree Somewhat,Somewhat Disagree,Agree,Strongly Agree,Agree,Agree Somewhat,Agree,Somewhat Disagree,Agree Somewhat,Agree Somewhat,Strongly Disagree,Agree Somewhat,Don't Agree or Disagree,Agree Somewhat,Strongly Agree,Agree Somewhat,Somewhat Disagree,Agree,Agree,Agree,Agree Somewhat,Somewhat Disagree,Agree Somewhat,Uncharacteristic of me,Somewhat characteristic of me,Characteristic of me,Uncharacteristic of me,Characteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Characteristic of me,Characteristic of me,Characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Characteristic of me,Uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Disagree,Disagree,Disagree,47,150,129
14,18-33,Female,Female,Other British,Undergraduate Degree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly Agree,Agree,Strongly Agree,Agree Somewhat,Agree,Strongly Agree,Agree,Somewhat Disagree,Agree Somewhat,Agree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Somewhat Disagree,Somewhat Disagree,Don't Agree or Disagree,Agree Somewhat,Don't Agree or Disagree,Agree Somewhat,Agree,Somewhat Disagree,Agree Somewhat,Agree Somewhat,Don't Agree or Disagree,Don't Agree or Disagree,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Characteristic of me,Somewhat characteristic of me,Characteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Uncharacteristic of me,Characteristic of me,Extremely characteristic of me,Characteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Mostly disagree,Mostly disagree,Mostly agree,59,146,95
15,18-33,Male,Non-binary / third gender,Other British,Undergraduate Degree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree Somewhat,Strongly Agree,Disagree,Strongly Agree,Agree Somewhat,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Agree Somewhat,Somewhat Disagree,Somewhat Disagree,Disagree,Strongly Disagree,Agree Somewhat,Agree,Agree,Don't Agree or Disagree,Somewhat Disagree,Agree Somewhat,Extremely uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Characteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Strongly disagree,Strongly disagree,Disagree,30,131,52
16,33-48,Female,Female,"Caribbean, Caribbean Scottish or Caribbean British",Undergraduate Degree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Agree,Agree,Somewhat Disagree,Agree Somewhat,Agree Somewhat,Strongly Agree,Strongly Agree,Agree Somewhat,Don't Agree or Disagree,Strongly Agree,Agree Somewhat,Somewhat Disagree,Agree,Agree Somewhat,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Agree,Agree Somewhat,Agree Somewhat,Strongly Agree,Somewhat Disagree,Agree Somewhat,Strongly Agree,Agree Somewhat,Strongly Agree,Agree Somewhat,Somewhat Disagree,Somewhat Disagree,Uncharacteristic of me,Extremely uncharacteristic of me,Characteristic of me,Extremely uncharacteristic of me,Characteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Disagree,Disagree,Disagree,55,149,88
19,18-33,Female,,"Chinese, Chinese Scottish or Chinese British",Undergraduate Degree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Don't Agree or Disagree,Strongly Agree,Agree Somewhat,Somewhat Disagree,Disagree,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely characteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Characteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Characteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Uncharacteristic of me,Characteristic of me,Characteristic of me,Somewhat uncharacteristic of me,Characteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Disagree,Disagree,Mostly agree,56,142,87
20,33-48,Female,Female,Other (not listed),"Postgraduate Qualification, Masters",Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Agree Somewhat,Disagree,Agree,Agree,Agree Somewhat,Agree,Agree,Agree Somewhat,Somewhat Disagree,Agree Somewhat,Somewhat Disagree,Agree Somewhat,Don't Agree or Disagree,Don't Agree or Disagree,Somewhat Disagree,Somewhat Disagree,Agree Somewhat,Somewhat Disagree,Agree,Disagree,Don't Agree or Disagree,Agree,Somewhat Disagree,Don't Agree or Disagree,Agree,Agree,Agree,Agree,Disagree,Agree Somewhat,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Extremely characteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Characteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Mostly agree,Mostly agree,Mostly agree,37,135,65
21,33-48,Female,Female,Other white ethnic group,"Postgraduate Qualification, Masters",Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Agree Somewhat,Agree,Disagree,Don't Agree or Disagree,Agree,Agree,Agree,Somewhat Disagree,Agree Somewhat,Agree,Don't Agree or Disagree,Don't Agree or Disagree,Agree,Agree Somewhat,Agree Somewhat,Agree Somewhat,Somewhat Disagree,Agree,Don't Agree or Disagree,Strongly Agree,Don't Agree or Disagree,Agree Somewhat,Somewhat Disagree,Don't Agree or Disagree,Agree Somewhat,Agree Somewhat,Agree Somewhat,Agree,Agree,Somewhat Disagree,Uncharacteristic of me,Uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Characteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Characteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat characteristic of me,Characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Mostly agree,Mostly agree,Mostly agree,48,144,115
22,18-33,Female,Female,"Indian, Indian Scottish or Indian British",Undergraduate Degree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Strongly Disagree,Somewhat Disagree,Agree,Agree Somewhat,Agree,Agree,Agree Somewhat,Somewhat Disagree,Strongly Agree,Agree,Somewhat Disagree,Agree,Agree,Agree Somewhat,Agree Somewhat,Don't Agree or Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Somewhat Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Characteristic of me,Neither characteristic nor uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Extremely uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Agree,Agree,Mostly disagree,39,138,60
23,33-48,Female,Female,"Chinese, Chinese Scottish or Chinese British","Postgraduate Qualification, Masters",Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Agree,Agree Somewhat,Strongly Agree,Agree,Don't Agree or Disagree,Agree,Strongly Agree,Agree Somewhat,Don't Agree or Disagree,Agree,Agree,Agree,Don't Agree or Disagree,Somewhat Disagree,Agree,Agree,Somewhat Disagree,Don't Agree or Disagree,Agree,Disagree,Somewhat Disagree,Agree,Agree Somewhat,Agree,Agree Somewhat,Agree Somewhat,Don't Agree or Disagree,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat characteristic of me,Disagree,Disagree,Mostly disagree,47,155,127
24,18-33,Female,Female,"Chinese, Chinese Scottish or Chinese British",Undergraduate Degree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly Agree,Agree Somewhat,Somewhat Disagree,Agree Somewhat,Agree,Agree,Strongly Agree,Agree Somewhat,Don't Agree or Disagree,Agree,Agree Somewhat,Agree,Agree Somewhat,Somewhat Disagree,Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Don't Agree or Disagree,Agree Somewhat,Agree Somewhat,Agree Somewhat,Agree,Agree Somewhat,Strongly Agree,Agree Somewhat,Somewhat Disagree,Agree Somewhat,Somewhat characteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,,Somewhat uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Characteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Mostly agree,Mostly agree,Mostly agree,54,146,77
25,18-33,Female,Female,Other (not listed),,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Agree Somewhat,Agree,Agree Somewhat,Strongly Agree,Agree Somewhat,Agree,Agree,Don't Agree or Disagree,Agree Somewhat,Agree Somewhat,Agree,Agree Somewhat,Agree Somewhat,Agree Somewhat,Agree,Don't Agree or Disagree,Strongly Agree,Agree,Agree,Disagree,Don't Agree or Disagree,Strongly Agree,Agree Somewhat,Agree Somewhat,Agree,Agree Somewhat,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Characteristic of me,Mostly disagree,Mostly disagree,Mostly disagree,55,156,97
26,18-33,Female,,Other British,Undergraduate Degree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Don't Agree or Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Don't Agree or Disagree,Strongly Agree,Strongly Agree,Don't Agree or Disagree,Somewhat Disagree,Strongly Agree,Disagree,Don't Agree or Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Disagree,Agree Somewhat,Strongly Disagree,Strongly Disagree,Agree,Agree Somewhat,Strongly Agree,Don't Agree or Disagree,Strongly Agree,Somewhat Disagree,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Characteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely characteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Strongly disagree,Strongly disagree,Strongly disagree,42,154,45
