ID,Q1,Q2,Q3,Q4,Q5,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Introduction,Equality,Need,Equity,Entitlement,Q1,Q2,Q3,Q4,Q5,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q1,Q2,Q3,Q4,Q4_5_TEXT,Q5,Q5_4_TEXT,Q6,Q6_4_TEXT,Q7,Q8,Q9,Q10,Q10_9_TEXT,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,Q11.6,Q11.7,Q11.8,Q11.9,Q11.10,Q11.11,Q11.12,Q12.1,Q12.2,Q12.3,Q12.4,Q12.5,Q12.6,Q12.7,Q12.8,Q12.9,SC0,SC1,SC2
11,18-33,Female,Prefer not to say,"Chinese, Chinese Scottish or Chinese British",Undergraduate Degree,Strongly Agree,Undecided,Agree,Strongly Agree,Undecided,Undecided,Agree,Agree,Agree,Agree,Agree,Undecided,Undecided,Undecided,Agree,Agree,Agree,Undecided,Agree,Strongly Agree,Agree completely,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat red/white meat, fish, dairy, and eggs",Similar to a vegan/vegetarian diet,5 minutes,,Maybe,,Maybe,,Vegan,Less than 1 week,Maybe,Lacto-vegetarian Diet,,Agree,Agree,Agree,Agree,Agree,Disagree,Not Sure,Agree,Not Sure,Not Sure,Agree,Not Sure,Agree,Not Sure,Not Sure,Agree,Agree,Agree,Agree,Not Sure,Agree,85,17,24
12,33-48,Female,Female,"Caribbean, Caribbean Scottish or Caribbean British",Undergraduate Degree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Undecided,Undecided,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree completely,Disagree,Agree,Disagree,Disagree,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Meat is limited or excluded,15 minutes,,Maybe,,Yes,,Vegetarian,2-4 weeks,Maybe,Vegetarian Diet,,Disagree,Disagree,Not Sure,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Not Sure,Disagree,Disagree,Agree,Disagree,Agree,Agree,Not Sure,Not Sure,Agree,Agree,Agree,77,15,25
13,18-33,Female,Female,Other white ethnic group,Undergraduate Degree,Strongly Agree,Strongly Disagree,Undecided,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Undecided,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Neither agree nor disagree,Agree completely,Agree completely,Disagree completely,Disagree completely,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,15 minutes,,Yes,,Yes,,Vegan,6 months or more,Yes,Vegetarian Diet,,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Not Sure,Agree,Strongly Disagree,Strongly Agree,106,15,25
14,18-33,Female,,"Chinese, Chinese Scottish or Chinese British",Undergraduate Degree,Strongly Agree,Strongly Disagree,Undecided,Strongly Agree,Strongly Disagree,Disagree,Undecided,Strongly Agree,Undecided,Strongly Agree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Undecided,Undecided,Agree,Agree,Disagree,Disagree,Agree,Disagree,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)","Do not eat red/white meat, fish, dairy, and eggs",Fish is encouraged,50 minutes,,No,,No,,Vegetarian,Less than 1 week,Yes,I have never been on a diet,,Agree,Not Sure,Not Sure,Agree,Disagree,Not Sure,Not Sure,Agree,Agree,Agree,Agree,Not Sure,Agree,Disagree,Agree,Agree,Agree,Not Sure,Not Sure,Not Sure,Agree,90,14,25
15,33-48,Female,Female,Other (not listed),"Postgraduate Qualification, Masters",Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Undecided,Undecided,Disagree,Disagree,Strongly Disagree,Undecided,Agree,Strongly Disagree,Agree,Strongly Disagree,Undecided,Agree,Strongly Agree,Disagree,Undecided,Strongly Agree,Agree completely,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Meat is limited or excluded,30 minutes,,Maybe,,Yes,,Vegetarian with fish products,6 months or more,No,I have never been on a diet,,Disagree,Not Sure,Not Sure,Agree,Agree,Not Sure,Not Sure,Agree,Agree,Agree,Not Sure,Not Sure,Agree,Disagree,Not Sure,Agree,Disagree,Agree,Agree,Disagree,Agree,93,16,26
16,18-33,Female,Female,"Chinese, Chinese Scottish or Chinese British",Undergraduate Degree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Undecided,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree completely,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,5 minutes,,No,,No,,Vegan,Less than 1 week,Maybe,I have never been on a diet,,Agree,Strongly Agree,Not Sure,Agree,Not Sure,Not Sure,Disagree,Strongly Agree,Not Sure,Not Sure,Agree,Agree,Not Sure,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Disagree,103,17,25
17,33-48,Female,Female,"Chinese, Chinese Scottish or Chinese British","Postgraduate Qualification, Masters",Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Undecided,Agree,Undecided,Agree,Agree,Agree,Agree,Disagree completely,Agree,Disagree,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Meat is limited or excluded,Other (please specify),Inspection ,Yes,,Yes,,Vegan,6 months or more,Yes,Vegan Diet,,Not Sure,Disagree,Agree,Strongly Agree,Disagree,Disagree,Not Sure,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Not Sure,Agree,Agree,Agree,Agree,101,15,22
18,18-33,Female,Female,Other (not listed),,Agree,Undecided,Agree,Agree,Undecided,Disagree,Undecided,Disagree,Disagree,Agree,Undecided,Disagree,Undecided,Disagree,Undecided,Undecided,Agree,Undecided,Agree,Agree,Agree completely,Agree,Agree,Agree,Agree,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,5 minutes,,Maybe,,Maybe,,Vegetarian,2-4 weeks,Maybe,Vegetarian Diet,,Not Sure,Not Sure,Not Sure,Agree,Not Sure,Agree,Not Sure,Agree,Agree,Agree,Agree,Agree,Not Sure,Disagree,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Disagree,Disagree,93,21,27
19,33-48,Female,,Mixed or Multiple Ethnic Groups,PhD or other professional qualification,Strongly Agree,Disagree,Undecided,Strongly Agree,Disagree,Strongly Disagree,Undecided,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Undecided,Agree,Strongly Disagree,Strongly Agree,Undecided,Agree,Agree,Agree,Agree,Disagree,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,15 minutes,,Yes,,Yes,,Vegan,6 months or more,Yes,Vegan Diet,,Disagree,Disagree,Strongly Disagree,Strongly Agree,Not Sure,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Disagree,Not Sure,Agree,Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,104,18,28
20,18-33,Female,Female,Other British,"Postgraduate Qualification, Masters",Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Undecided,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Undecided,Strongly Disagree,Undecided,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree completely,Agree,Disagree completely,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,15 minutes,,No,,No,,Vegan,2-4 weeks,Yes,Vegetarian Diet,,Agree,Agree,Not Sure,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Not Sure,Agree,Strongly Disagree,Not Sure,Agree,Agree,Agree,Disagree,Not Sure,Agree,Strongly Disagree,Agree,106,16,27
21,18-33,Female,,Other British,"Postgraduate Qualification, Masters",Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Undecided,Undecided,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree completely,Agree,Agree completely,Disagree,Disagree completely,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Meat is limited or excluded,50 minutes,,Yes,,Yes,,Vegetarian,6 months or more,Yes,Pescatarian Diet,,Strongly Disagree,Strongly Agree,Not Sure,Agree,Not Sure,Not Sure,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Not Sure,Strongly Disagree,Agree,Not Sure,Not Sure,Agree,Not Sure,Disagree,Strongly Agree,105,17,23
22,33-48,Female,Female,"Chinese, Chinese Scottish or Chinese British","Postgraduate Qualification, Masters",Undecided,Agree,Disagree,Agree,Agree,Undecided,Disagree,Agree,Undecided,Agree,Disagree,Undecided,Agree,Undecided,Undecided,Undecided,Agree,Disagree,Undecided,Undecided,Agree,Agree,Neither agree nor disagree,Agree,Disagree,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat red/white meat, fish, dairy, and eggs",Similar to a vegan/vegetarian diet,15 minutes,,Yes,,Maybe,,Vegetarian,Less than 1 week,Maybe,Vegetarian Diet,,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Not Sure,Agree,Agree,Disagree,Strongly Disagree,Not Sure,Not Sure,Strongly Agree,Not Sure,Not Sure,Disagree,Not Sure,74,17,23
23,33-48,Female,Female,"Chinese, Chinese Scottish or Chinese British","Postgraduate Qualification, Masters",Strongly Agree,Undecided,Undecided,Strongly Agree,Undecided,Undecided,Agree,Agree,Undecided,Strongly Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Undecided,Strongly Agree,Agree,Disagree,Disagree,Agree completely,Disagree,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat red/white meat, fish, dairy, and eggs",Similar to a vegan/vegetarian diet,50 minutes,,No,,Maybe,,Vegetarian,1-2 months,Yes,I have never been on a diet,,Not Sure,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,Agree,Not Sure,Not Sure,Agree,Agree,Agree,Not Sure,Agree,Agree,87,15,25
24,18-33,Female,Female,"Indian, Indian Scottish or Indian British",Undergraduate Degree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Undecided,Undecided,Agree,Strongly Disagree,Undecided,Undecided,Strongly Agree,Agree,Agree,Undecided,Disagree,Undecided,Undecided,Undecided,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree completely,Disagree,Disagree completely,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"Do not eat red/white meat, but DO eat fish","Do not eat red/white meat, fish, dairy, and eggs",Similar to a vegan/vegetarian diet,30 minutes,,Maybe,,Maybe,,Vegetarian,6 months or more,Maybe,I have never been on a diet,,Strongly Disagree,Strongly Agree,Not Sure,Not Sure,Agree,Agree,Not Sure,Strongly Agree,Strongly Agree,Not Sure,Agree,Not Sure,Strongly Agree,Not Sure,Strongly Agree,Agree,Agree,Not Sure,Not Sure,Strongly Disagree,Strongly Disagree,81,14,26
25,18-33,Female,Female,"Chinese, Chinese Scottish or Chinese British",Undergraduate Degree,Agree,Strongly Disagree,Undecided,Agree,Undecided,Agree,Undecided,Agree,Undecided,Agree,Strongly Agree,Disagree,Undecided,Disagree,Disagree,Undecided,Agree,Undecided,Strongly Agree,Undecided,Agree,Disagree,Neither agree nor disagree,Agree,Disagree,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,5 minutes,,No,,No,,Vegetarian,Less than 1 week,No,I have never been on a diet,,Agree,Disagree,Not Sure,Agree,Not Sure,Agree,Not Sure,Agree,Agree,Not Sure,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Not Sure,Agree,Not Sure,Agree,Agree,86,15,23
26,18-33,Female,Female,"Chinese, Chinese Scottish or Chinese British","Postgraduate Qualification, Masters",Agree,Disagree,Disagree,Agree,Disagree,Undecided,Undecided,Agree,Undecided,Undecided,Agree,Disagree,Agree,Undecided,Disagree,Agree,Agree,Agree,Disagree,Undecided,Agree,Disagree,Disagree,Agree,Disagree,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Eat all animal products,Meat is limited or excluded,15 minutes,,Yes,,Yes,,Vegetarian with fish products,6 months or more,Yes,Vegetarian Diet,,Not Sure,Disagree,Not Sure,Agree,Disagree,Disagree,Not Sure,Agree,Agree,Not Sure,Not Sure,Not Sure,Disagree,Not Sure,Agree,Not Sure,Agree,Not Sure,Not Sure,Not Sure,Agree,76,14,22
27,18-33,Female,Female,Other (not listed),"Postgraduate Qualification, Masters",Strongly Agree,Disagree,Undecided,Agree,Disagree,Undecided,Undecided,Agree,Undecided,Agree,Undecided,Undecided,Undecided,Disagree,Undecided,Undecided,Agree,Undecided,Undecided,Disagree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,30 minutes,,No,,No,,Vegan,Less than 1 week,Maybe,Vegan Diet,,Agree,Not Sure,Not Sure,Agree,Not Sure,Not Sure,Not Sure,Agree,Agree,Not Sure,Not Sure,Not Sure,Agree,Disagree,Agree,Agree,Not Sure,Not Sure,Agree,Not Sure,Not Sure,81,15,25
28,18-33,Female,Female,"Chinese, Chinese Scottish or Chinese British",Undergraduate Degree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Disagree completely,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)","Do not eat red/white meat, fish, dairy, and eggs",Similar to a vegan/vegetarian diet,30 minutes,,Maybe,,Maybe,,Vegan,Less than 1 week,No,I have never been on a diet,,Disagree,Agree,Not Sure,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Disagree,Not Sure,Disagree,Disagree,Disagree,Agree,Not Sure,Agree,Not Sure,Not Sure,Agree,Disagree,105,16,23
29,,Female,Female,,,Agree,Disagree,Disagree,Agree,Agree,Undecided,Undecided,Agree,Undecided,Undecided,Strongly Agree,Disagree,Agree,Disagree,Undecided,Agree,Undecided,Agree,Undecided,Agree,Agree completely,Agree,Agree,Agree,Disagree,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Meat is limited or excluded,15 minutes,,No,,No,,Vegetarian with fish products,Less than 1 week,No,I have never been on a diet,,Not Sure,Agree,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Agree,Agree,Not Sure,Disagree,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Agree,Not Sure,Not Sure,Disagree,Strongly Disagree,81,19,26
30,18-33,Female,,"Chinese, Chinese Scottish or Chinese British","Postgraduate Qualification, Masters",Strongly Agree,Strongly Disagree,Undecided,Strongly Agree,Strongly Disagree,Disagree,Disagree,Undecided,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Undecided,Undecided,Agree,Agree,Agree,Strongly Agree,Agree completely,Disagree completely,Agree,Neither agree nor disagree,Disagree,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Meat is limited or excluded,50 minutes,,No,,No,,Vegetarian with fish products,Less than 1 week,Maybe,I have never been on a diet,,Disagree,Disagree,Agree,Agree,Not Sure,Disagree,Agree,Not Sure,Strongly Agree,Agree,Not Sure,Not Sure,Agree,Strongly Disagree,Strongly Agree,Not Sure,Agree,Not Sure,Agree,Not Sure,Disagree,98,15,26
31,18-33,Female,Female,"Indian, Indian Scottish or Indian British",Undergraduate Degree,Strongly Agree,Disagree,Agree,Agree,Disagree,Agree,Undecided,Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Disagree,Agree,Undecided,Undecided,Strongly Agree,Disagree,Agree,Agree,Agree completely,Disagree,Disagree,Disagree,Disagree,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,50 minutes,,Maybe,,Yes,,Vegetarian,6 months or more,Yes,Vegetarian Diet,,Disagree,Agree,Agree,Agree,Not Sure,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Not Sure,Strongly Disagree,Agree,Agree,Strongly Disagree,Not Sure,Not Sure,Strongly Disagree,Strongly Disagree,88,13,24
32,18-33,Female,,Other (not listed),Undergraduate Degree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Undecided,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Undecided,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree completely,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat red/white meat, fish, dairy, and eggs",Meat is limited or excluded,30 minutes,,Yes,,Yes,,Vegetarian,2-4 weeks,Yes,Lacto-vegetarian Diet,,Disagree,Agree,Not Sure,Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Not Sure,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,99,17,24
